Respondent ID,Start Date,End Date,"Overall, how satisfied are you with your most recent trip ?",How likely are you to ride again?,How likely is it that you would recommend  this service to a friend or colleague? (NPS),Did your bus depart {{ custom.O }} origin on time?,Did your bus reach your final destination on time?,Where did you purchase your ticket?,"Overall, how would you rate your {{ custom.O }} origin stop/terminal experience?",Employee Communication/Customer Service,Terminal Safety,Seating/Boarding Area Cleanliness,Terminal Restrooms,Boarding Process,"Overall, how would you rate your experience on the bus",Driver Safety,Driver Attitude,Personal Safety,Bus Seating Area Cleanliness,Bus Restroom Cleanliness,Were you aware your bus had On Board Entertainment and WiFi,Did you utilize the On Board Entertainment or Wi-Fi features while riding the bus?,What was your reason for traveling?,What is your most commonly used mode of transportation for trips greater than 2 hours,How would you rate the value of your trip for the money spent?,Origin,Destination
12045959110,10/4/2020 17:31,10/4/2020 17:33,0,4,10,Yes,Yes,,,,,,,,,,,,,,,,,,,SYRACUSE | NY,
12045944200,10/4/2020 17:20,10/4/2020 17:26,7,9,5,Yes,Yes,Website,3,N/A,2,4,2,Very Satisfied,3,Very Satisfied,Very Satisfied,4,2,2,Yes,Yes,Vacation (Non family visit),Bus,Very Poor Value for the Money,LOS ANGELES | CA,SAN DIEGO | CA
12045934398,10/4/2020 17:14,10/4/2020 17:20,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Bus,Excellent Value for the Money,OKLAHOMA CITY | OK,YOUNGSTOWN | OH
12045934372,10/4/2020 17:14,10/4/2020 17:22,1,1,1,Yes,Yes,Website,3,2,Very Dissatisfied,Very Dissatisfied,N/A,4,Very Poor,4,4,2,Very DIssatisfied,Very Dissatisfied,No,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Average Value for the Money,NEW YORK | NY,BOSTON | MA
12045930741,10/4/2020 17:12,10/4/2020 17:15,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Excellent Value for the Money,NEW YORK | NY,
12045914440,10/4/2020 17:00,10/4/2020 17:06,9,10,10,Yes,Yes,Website,4,Very Satisfied,Very Satisfied,4,4,Very Satisfied,4,Very Satisfied,Very Satisfied,4,4,4,Yes,Yes,Family/Personal Emergency,Personal Automobile,Good Value for the Money,PHILADELPHIA | PA,NORFOLK | VA
12045906650,10/4/2020 16:54,10/4/2020 16:55,0,0,0,No,No,Website,Very Poor,,,,,,,,,,,,,,,,,BINGHAMTON | NY,NEW YORK | NY
12045902495,10/4/2020 16:51,10/4/2020 16:57,3,4,1,Yes,Yes,Mobile App,Very Poor,Very Satisfied,4,4,4,2,Very Poor,4,4,2,Very DIssatisfied,Very Dissatisfied,Yes,No,Visiting Friends or Family (Just for Fun),Plane,Good Value for the Money,CORPUS CHRISTI | TX,
12045900762,10/4/2020 16:49,10/4/2020 16:57,0,0,0,No,No,Website,3,N/A,3,N/A,N/A,N/A,Very Poor,Very Dissatisfied,3,3,3,3,Yes,No,Visiting Friends or Family (Just for Fun),Personal Automobile,Very Poor Value for the Money,NORCROSS | GA,SAINT LOUIS | MO
12045884803,10/4/2020 16:36,10/4/2020 16:38,1,0,1,No,No,Website,Very Poor,3,4,3,3,2,2,,,,,,,,,,,FREDERICK | MD,GREENVILLE | NC
12045872043,10/4/2020 16:25,10/4/2020 16:40,10,10,10,Yes,Yes,Website,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Excellent,,,,,,,,,,,RAPID CITY | SD,FAIRMONT | MN
12045870854,10/4/2020 16:25,10/4/2020 16:30,8,7,7,Yes,Yes,Website,4,4,3,4,N/A,3,4,4,3,4,Very Satisfied,Very Dissatisfied,Yes,,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,MCALLEN | TX,
12045869398,10/4/2020 16:24,10/4/2020 16:27,8,9,10,Yes,Yes,Website,4,Very Satisfied,4,Very Satisfied,3,4,4,4,4,4,Very Satisfied,4,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Average Value for the Money,INDIANAPOLIS | IN,CHICAGO | IL
12045867841,10/4/2020 16:22,10/4/2020 16:26,2,0,0,Yes,Yes,Website,3,3,Very Satisfied,3,Very Satisfied,Very Satisfied,Very Poor,Very Satisfied,Very Satisfied,Very Satisfied,4,Very Dissatisfied,,,,,,DALLAS | TX,
12045865396,10/4/2020 16:20,10/4/2020 16:22,0,0,0,No,No,Website,Very Poor,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Dissatisfied,Very Poor,,,,,,,,,,,PHILADELPHIA | PA,
12045858774,10/4/2020 16:14,10/4/2020 16:23,7,8,4,No,Yes,Website,Very Poor,2,Very Dissatisfied,Very Dissatisfied,N/A,3,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Personal Automobile,Average Value for the Money,ATLANTA | GA,
12045858126,10/4/2020 16:14,10/4/2020 16:19,1,2,0,No,No,Website,2,3,2,Very Dissatisfied,N/A,4,Very Poor,4,4,4,Very DIssatisfied,3,No,No,Business (Not commuting),Bus,Poor Value for the Money,,
12045854874,10/4/2020 16:10,10/4/2020 16:18,5,6,6,Yes,Yes,Website,3,,,,,,,,,,,,,,,,,KNOXVILLE | TN,
12045840744,10/4/2020 15:59,10/4/2020 16:03,8,10,7,No,No,Website,3,3,2,2,Very Dissatisfied,4,3,Very Satisfied,Very Satisfied,3,2,2,Yes,No,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Bus,Good Value for the Money,SPRINGFIELD | MA,BOSTON | MA
12045836414,10/4/2020 15:56,10/4/2020 16:00,10,,10,Yes,Yes,Other Travel Website (BusBud/Wanderu/etc),4,4,Very Satisfied,Very Satisfied,N/A,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,School,Personal Automobile,Excellent Value for the Money,DE KALB | IL,CHICAGO | IL
12045833849,10/4/2020 15:53,10/4/2020 15:56,10,10,10,Yes,Yes,Website,2,Very Satisfied,Very Satisfied,2,Very Dissatisfied,Very Satisfied,4,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,No,Family/Personal Emergency,Plane,Excellent Value for the Money,ORLANDO | FL,TAMPA | FL
12045830440,10/4/2020 15:50,10/4/2020 15:56,8,8,8,Yes,Yes,Website,4,4,4,4,3,Very Satisfied,4,4,4,4,4,4,Yes,Yes,Visiting Friends or Family (Just for Fun),Personal Automobile,Good Value for the Money,NEW BERN | NC,BOSTON | MA
12045814690,10/4/2020 15:36,10/4/2020 15:46,6,10,6,Yes,Yes,Website,2,4,3,2,Very Satisfied,Very Satisfied,3,Very Satisfied,Very Satisfied,4,Very DIssatisfied,Very Dissatisfied,Yes,Yes,Visiting Friends or Family (Just for Fun),Bus,Excellent Value for the Money,NASHVILLE | TN,
12045803290,10/4/2020 15:26,10/4/2020 15:30,10,8,9,Yes,Yes,Website,2,3,2,4,N/A,3,Excellent,Very Satisfied,Very Satisfied,Very Satisfied,,3,Yes,Yes,"Specific Event or Gathering with Friends or Family (i.e. Birthday, Family Reunion, etc.)",Personal Automobile,Good Value for the Money,SAINT IGNACE | MI,
